"gene_name","log2FoldChange","padj","Significance"
"PGAM1P7",2.18761033554653,1.11175485481272e-15,"Upregulated"
"LINC02223",3.63153801081334,1.12759243302365e-15,"Upregulated"
"TGFA",1.43606905782784,1.12787532371335e-15,"Upregulated"
"AC110619.1",2.01491403605786,1.13025925903989e-15,"Upregulated"
"LINC01305",4.22847060318616,1.13519642819743e-15,"Upregulated"
"H2AC21",4.24635465107197,1.14034079399959e-15,"Upregulated"
"AC108676.1",2.25842173107726,1.17597245151156e-15,"Upregulated"
"AC012213.4",4.7188325025702,1.18335022509448e-15,"Upregulated"
"GATA5",-1.58739970802026,1.20698978459444e-15,"Downregulated"
"ISYNA1",1.13537867350253,1.20704226957584e-15,"Upregulated"
"AP000553.5",2.2123802063093,1.21265786511434e-15,"Upregulated"
"CST2",2.2320868884796,1.22939519958117e-15,"Upregulated"
"AC012640.1",2.60968734028165,1.25331017425011e-15,"Upregulated"
"GVQW3",1.09599653325589,1.26339847390423e-15,"Upregulated"
"CD37",-1.13048526475994,1.32178737889025e-15,"Downregulated"
"PRSS27",1.35668463434088,1.32935234190496e-15,"Upregulated"
"C1orf21",-1.09049119945894,1.32941625952381e-15,"Downregulated"
"WDR87",3.35854221934655,1.34214011831007e-15,"Upregulated"
"VARS2",1.38985661856572,1.39494697076731e-15,"Upregulated"
"AC010864.1",1.08927513962603,1.41179999122512e-15,"Upregulated"
"KRT75",4.67887260441656,1.42836780978672e-15,"Upregulated"
"AC006252.1",1.14481722021261,1.43224550696702e-15,"Upregulated"
"FAM169B",3.84259953718028,1.47823275660237e-15,"Upregulated"
"LINC00705",4.596141393413,1.48884336281781e-15,"Upregulated"
"AC011676.1",1.69130015587118,1.48884336281781e-15,"Upregulated"
"MFSD3",1.09846928954093,1.48992251266153e-15,"Upregulated"
"LINC01136",1.91792379615061,1.49144352870911e-15,"Upregulated"
"HAGHL",1.30257652465275,1.49755663673099e-15,"Upregulated"
"DOC2GP",1.55667121089972,1.50849845986813e-15,"Upregulated"
"AC007318.1",1.19018559663309,1.50849845986813e-15,"Upregulated"
"RAB44",-1.45861450974284,1.51738879529484e-15,"Downregulated"
"AL445438.1",-2.41688615498147,1.56419420524431e-15,"Downregulated"
"IGLV1-36",2.23102822551991,1.57363574922862e-15,"Upregulated"
"AC004967.2",1.40735791755028,1.5813824872426e-15,"Upregulated"
"SRRM2-AS1",1.0046467088722,1.58869486874108e-15,"Upregulated"
"TUBB4A",2.27841143853817,1.59077030831914e-15,"Upregulated"
"SNORA71B",2.00860711879706,1.62979773458371e-15,"Upregulated"
"AC068631.1",2.2025223398751,1.65710697291155e-15,"Upregulated"
"SMPX",2.64298074382025,1.66710865555208e-15,"Upregulated"
"PAQR5",-1.41526881691336,1.68075444270197e-15,"Downregulated"
"AC090578.3",3.6736538574262,1.68317915982651e-15,"Upregulated"
"LINC00265",1.00477367035703,1.69160429998197e-15,"Upregulated"
"DPYSL5",4.65825531019767,1.70321454904783e-15,"Upregulated"
"HPN-AS1",1.67051525199487,1.71622723565927e-15,"Upregulated"
"KCNV1",3.62848251968594,1.72325983262362e-15,"Upregulated"
"EPHA8",3.44257833689427,1.72750455521361e-15,"Upregulated"
"SPRR3",4.07361127547748,1.73390982547928e-15,"Upregulated"
"IGLV3-27",2.43560279751097,1.73600178575035e-15,"Upregulated"
"RHCG",2.86880132619382,1.74090980994729e-15,"Upregulated"
"AC005062.1",1.9365348206989,1.74756977557988e-15,"Upregulated"
"AC126696.3",3.05428437108621,1.80493193998203e-15,"Upregulated"
"HNRNPA1P33",-2.10893128404991,1.87702964195833e-15,"Downregulated"
"PHYHIPL",2.54187525650801,1.87790267321633e-15,"Upregulated"
"SNORD104",1.34156825541498,1.87900373838318e-15,"Upregulated"
"CLDN2",2.88672820236587,1.89156250105462e-15,"Upregulated"
"SLC25A5P1",1.60982410317153,1.89459883665732e-15,"Upregulated"
"LRRC46",-1.85498628736736,1.92130629751471e-15,"Downregulated"
"IGFL1",3.94212374670404,1.92733883602866e-15,"Upregulated"
"ZNF571-AS1",1.78724956669874,1.93125630794507e-15,"Upregulated"
"IFITM10",1.67056646816296,1.93134872297627e-15,"Upregulated"
"ANKLE1",1.52376750175001,1.96329927202341e-15,"Upregulated"
"RGS9",-1.08945205457592,1.97044376151015e-15,"Downregulated"
"AL354714.3",-2.94978494979189,1.98211801690924e-15,"Downregulated"
"LINC00943",2.0846908207136,1.98942681758568e-15,"Upregulated"
"IGHJ3",1.98213084875981,1.98967733811052e-15,"Upregulated"
"BMX",-1.78740691763643,2.0148744104945e-15,"Downregulated"
"AC106881.1",-1.16620631649118,2.06040084564115e-15,"Downregulated"
"PPP1R16B",-1.17283266545051,2.07490150805587e-15,"Downregulated"
"SPAG5-AS1",1.27701979209858,2.12954732617884e-15,"Upregulated"
"MYADML2",2.50795864669627,2.13183263878941e-15,"Upregulated"
"SYNPR",3.57985059902792,2.14775557384971e-15,"Upregulated"
"AL023755.1",3.4620548096347,2.17495932658408e-15,"Upregulated"
"AC067930.5",1.1466865376029,2.18561168061827e-15,"Upregulated"
"AC108477.1",-2.19018414709896,2.18561168061827e-15,"Downregulated"
"C8orf74",4.62240073865019,2.2298303255401e-15,"Upregulated"
"ASNSP1",5.67518824225016,2.23948479400597e-15,"Upregulated"
"AC092484.1",4.03180049172095,2.26595283329332e-15,"Upregulated"
"RTEL1",1.11631766764249,2.35509679055818e-15,"Upregulated"
"AC083809.1",4.17346458260265,2.35744018720056e-15,"Upregulated"
"ENPP3",2.17897045987741,2.36549003482395e-15,"Upregulated"
"CADM1",-1.38443591620537,2.39102438222496e-15,"Downregulated"
"IGHV3-69-1",2.0033113965083,2.39485442601766e-15,"Upregulated"
"SNORD94",2.1005208251384,2.41056841310562e-15,"Upregulated"
"H4C11",2.29662994947833,2.41204727163233e-15,"Upregulated"
"CTH",1.14050060477434,2.4147331958459e-15,"Upregulated"
"SNORA53",3.02189801692195,2.43281791938871e-15,"Upregulated"
"LINC01238",1.69300239481575,2.4704443478967e-15,"Upregulated"
"DUSP5P2",2.94795646100402,2.50623168164521e-15,"Upregulated"
"TMPRSS6",2.30231795089926,2.53415901959494e-15,"Upregulated"
"AC092535.3",2.28078606444589,2.54423007609407e-15,"Upregulated"
"CTD-2297D10.2",2.42885718440931,2.55966657103957e-15,"Upregulated"
"CFAP53",-1.59173695252399,2.56160880647546e-15,"Downregulated"
"CCDC65",-1.24347922186223,2.57060433749502e-15,"Downregulated"
"AC138305.1",3.85291922022266,2.59124433565053e-15,"Upregulated"
"SNORA70",3.38666655907976,2.59764511063858e-15,"Upregulated"
"IGHV3-38",2.10932863558194,2.6049252281709e-15,"Upregulated"
"MST1R",1.06955739190427,2.60736849823764e-15,"Upregulated"
"AC141930.2",3.1654790519891,2.61369194686391e-15,"Upregulated"
"IGLV2-18",2.17592938926526,2.6425834999442e-15,"Upregulated"
"LINC01269",2.15999350103139,2.64619344125968e-15,"Upregulated"
"SUGCT-AS1",-1.61232780269641,2.7083179492539e-15,"Downregulated"
"FBXL7",-1.04216928394235,2.72244577780198e-15,"Downregulated"
"HOXC4",1.67726799641876,2.72396063968718e-15,"Upregulated"
"AL670729.3",1.67873814554013,2.72642079112126e-15,"Upregulated"
"PLPPR5",-2.44142663178208,2.77063229575311e-15,"Downregulated"
"MDFI",1.43078603715746,2.79773726228626e-15,"Upregulated"
"LINC02048",3.89943925011061,2.83862506090465e-15,"Upregulated"
"BCAS1",2.26597365925263,2.84358621287333e-15,"Upregulated"
"MIR210HG",1.13681233335924,2.85673347945409e-15,"Upregulated"
"C8orf31",1.48153782685329,2.8819962663587e-15,"Upregulated"
"SIGLEC7",-1.23615977312739,2.88330098951703e-15,"Downregulated"
"PACRG",-2.05615422652759,2.89715712341797e-15,"Downregulated"
"AC126323.6",3.13751863464671,2.92290717563129e-15,"Upregulated"
"AC092844.1",2.6276018143531,2.99253706745946e-15,"Upregulated"
"MS4A4A",-1.1939669552536,3.00714222141137e-15,"Downregulated"
"CD53",-1.02701621639093,3.02941426966708e-15,"Downregulated"
"TRIM34",1.80505214127381,3.08075001943556e-15,"Upregulated"
"GPR65",-1.09545351714272,3.09314463506986e-15,"Downregulated"
"WTAPP1",2.18802668359062,3.11603050718946e-15,"Upregulated"
"CAPN14",1.97938409281916,3.13044164638969e-15,"Upregulated"
"AC092803.3",1.40853831971779,3.13044164638969e-15,"Upregulated"
"MFSD6L",1.96092373147357,3.16419277262578e-15,"Upregulated"
"C10orf105",-1.65675171838943,3.16898802396824e-15,"Downregulated"
"DDR2",-1.10793073763045,3.17374910764823e-15,"Downregulated"
"AL513320.1",1.516445501509,3.18625465820039e-15,"Upregulated"
"RNY1",6.36507821256135,3.18898125491458e-15,"Upregulated"
"SUSD2",-2.05950164576902,3.1963391796171e-15,"Downregulated"
"SNORA74B",4.31678864775939,3.22059739944386e-15,"Upregulated"
"LINC00578",1.54279745524249,3.24444242318874e-15,"Upregulated"
"AC010595.1",4.93180795748279,3.27847951991494e-15,"Upregulated"
"SSTR5-AS1",4.38403711968825,3.35135754055157e-15,"Upregulated"
"CSAG3",5.32444915893366,3.35325011608588e-15,"Upregulated"
"IGHV7-27",2.56470763040672,3.36374867316448e-15,"Upregulated"
"RHPN2",1.20079820304223,3.37165130312495e-15,"Upregulated"
"TXNDC5",1.24382318330051,3.38807969647758e-15,"Upregulated"
"LINC02033",-1.35391154982391,3.42671599923785e-15,"Downregulated"
"AL359504.1",1.73356155714884,3.4630916422929e-15,"Upregulated"
"RNF222",2.62949691688672,3.48083686895471e-15,"Upregulated"
"PDZRN3",-1.09091255411358,3.49289490850129e-15,"Downregulated"
"ERVV-2",4.6573991494365,3.52634957618888e-15,"Upregulated"
"RGS22",-1.91575675107773,3.53562309169879e-15,"Downregulated"
"PRR20G",4.44975071630589,3.55015866805753e-15,"Upregulated"
"RHEX",-1.62624576563179,3.55139931219244e-15,"Downregulated"
"ADGRG7",4.69445942711228,3.57143962476444e-15,"Upregulated"
"AC092535.2",2.47039143713558,3.59613511548519e-15,"Upregulated"
"HNF1A-AS1",2.76216032267872,3.70602060739438e-15,"Upregulated"
"AC122134.1",3.98099857834028,3.70602060739438e-15,"Upregulated"
"ARHGAP33",1.28295542200412,3.73513439874984e-15,"Upregulated"
"IGHV3-47",2.063885814527,3.78210695444716e-15,"Upregulated"
"RGS5",-1.08744091914763,4.0431123156265e-15,"Downregulated"
"PCDH7",1.7048949588597,4.06244464532894e-15,"Upregulated"
"GUCY2EP",3.84452727138056,4.09736100763278e-15,"Upregulated"
"DDO",-1.30795107260516,4.21184476058944e-15,"Downregulated"
"NECAB2",2.38451121325555,4.21647431328731e-15,"Upregulated"
"MSI1",2.30497926974662,4.32036092166721e-15,"Upregulated"
"NDP",2.83422642561051,4.34018413107785e-15,"Upregulated"
"REPS2",-1.07320774868992,4.35776808639785e-15,"Downregulated"
"FCRLA",1.8304470941292,4.36235806130594e-15,"Upregulated"
"DKK3",-1.11963250842312,4.36656471858856e-15,"Downregulated"
"PHC2-AS1",2.67429712004529,4.42834252767784e-15,"Upregulated"
"LINC01804",4.76519222724993,4.4375060065874e-15,"Upregulated"
"LINC01234",3.41933515527436,4.45870801074218e-15,"Upregulated"
"AC099329.2",2.48020777304755,4.47573466267212e-15,"Upregulated"
"AC134879.2",2.17042792717847,4.52717709555182e-15,"Upregulated"
"KISS1",1.98066264804178,4.53703101790563e-15,"Upregulated"
"CALB1",2.93413179815866,4.57321729622809e-15,"Upregulated"
"AC110769.2",1.756225664275,4.610742768812e-15,"Upregulated"
"AC080112.4",-1.42928888466712,4.62478326524456e-15,"Downregulated"
"P2RX1",-1.20812796428923,4.65459476442582e-15,"Downregulated"
"SLC25A25-AS1",1.25674931965704,4.7823715357382e-15,"Upregulated"
"AC025062.3",2.18828795252631,4.8956713865668e-15,"Upregulated"
"AL450992.2",2.39999260819385,4.92942247327477e-15,"Upregulated"
"AC011287.1",2.79119164986172,4.97793856801565e-15,"Upregulated"
"BOLA2P3",2.55298336569527,4.9920923573161e-15,"Upregulated"
"EMP3",-1.03698061549659,5.00083757414466e-15,"Downregulated"
"AC021945.1",1.81854856953688,5.02085180957552e-15,"Upregulated"
"AGGF1P2",1.96580805515583,5.0480264855765e-15,"Upregulated"
"Z99127.3",1.97999921840499,5.07734057512695e-15,"Upregulated"
"LINC02880",-2.27979502566881,5.16914504235259e-15,"Downregulated"
"AL122125.1",1.8807428648109,5.18353982293639e-15,"Upregulated"
"IL2RA",1.37817997530118,5.25222533112274e-15,"Upregulated"
"LINC02043",2.6659880023753,5.37707318483022e-15,"Upregulated"
"KCNE1",-1.59203314201729,5.38291805097953e-15,"Downregulated"
"IGHV3-75",2.43770286300758,5.38818741113478e-15,"Upregulated"
"FOXL2NB",4.1547841222361,5.38880792467685e-15,"Upregulated"
"EPS8L1",1.257837009373,5.39331804383635e-15,"Upregulated"
"C9orf24",-2.40145146291054,5.41882171980547e-15,"Downregulated"
"ERVFRD-1",-1.92507332798605,5.45989854772073e-15,"Downregulated"
"AL590666.3",2.85217371566264,5.46245011807732e-15,"Upregulated"
"AC007848.1",3.76023071036852,5.49282920490678e-15,"Upregulated"
"RUNX1T1",-1.24675376677304,5.52315622312147e-15,"Downregulated"
"AC015911.4",1.82341406602556,5.59259717910899e-15,"Upregulated"
"CX3CR1",-1.57440475075759,5.59498356173091e-15,"Downregulated"
"MYCNOS",3.63486760391794,5.61853463610837e-15,"Upregulated"
"LINC01224",2.51122453103124,5.65911098135347e-15,"Upregulated"
"AL121904.1",3.61226218600574,5.65912798964991e-15,"Upregulated"
"PER1",-1.18806348886511,5.69608230951429e-15,"Downregulated"
"DPT",-1.46437346538501,5.70316293513725e-15,"Downregulated"
"RN7SL5P",2.67468454996938,5.71064574252302e-15,"Upregulated"
"C7",-1.81266568277071,5.71837008471907e-15,"Downregulated"
"AC023090.1",2.8053555933147,5.74452410301925e-15,"Upregulated"
"AC008163.1",4.11720834359595,5.77776336818226e-15,"Upregulated"
"FERMT3",-1.03521934706791,5.88812307492544e-15,"Downregulated"
"Y_RNA",1.8852945214652,5.93416017899039e-15,"Upregulated"
"AC091912.3",-2.43304631217725,5.93587138240205e-15,"Downregulated"
"CHI3L2",-1.74506023424988,5.95782099165276e-15,"Downregulated"
"ACR",-1.51259314249377,6.03080735406287e-15,"Downregulated"
"AGTR1",-1.82003421331456,6.03080735406287e-15,"Downregulated"
"DOCK3",1.63480316408189,6.03826067117349e-15,"Upregulated"
"IGHV3OR16-10",2.35935797690544,6.07357476885672e-15,"Upregulated"
"SMAD9",-1.42542731479359,6.11935832374191e-15,"Downregulated"
"LINC02240",3.08155110977432,6.15188654673902e-15,"Upregulated"
"IGLC7",2.3084929507259,6.2210393528341e-15,"Upregulated"
"ISG15",1.51909368123397,6.22622121786288e-15,"Upregulated"
"AC004264.1",1.91613897573915,6.23344186355221e-15,"Upregulated"
"U47924.1",2.36336092436134,6.23344186355221e-15,"Upregulated"
"DMRT1",3.94718397898132,6.28856280927207e-15,"Upregulated"
"TUBA4A",1.02647110573933,6.31841069700824e-15,"Upregulated"
"FAM83C-AS1",2.43044849015766,6.36099635140202e-15,"Upregulated"
"PPP1R32",-1.32808402823239,6.37953947678685e-15,"Downregulated"
"SCGB1A1",-3.22621378716934,6.41532685649351e-15,"Downregulated"
"AC105749.1",-1.10836299098243,6.41955515475969e-15,"Downregulated"
"IGHA1",1.82235773622807,6.50810373637164e-15,"Upregulated"
"NTSR1",3.02447957864256,6.57327183674477e-15,"Upregulated"
"AMN",1.83470501832586,6.60782384424911e-15,"Upregulated"
"TTLL7",-1.51292118707008,6.72246315830511e-15,"Downregulated"
"AL158847.1",-2.29095467183929,6.77357915466576e-15,"Downregulated"
"AC126773.4",1.46090648937789,6.81853311652483e-15,"Upregulated"
"AP002954.1",-1.41213224564488,6.9757773231483e-15,"Downregulated"
"AC027601.1",1.28036235903128,7.0480897579323e-15,"Upregulated"
"AC005180.1",-1.69270528336844,7.16359291376318e-15,"Downregulated"
"MYBL1",1.19658499920218,7.1744822635555e-15,"Upregulated"
"AC002116.2",1.27797862893851,7.18170910164171e-15,"Upregulated"
"RN7SL1",2.35446808546667,7.1841824958534e-15,"Upregulated"
"MATN3",-1.49874425602835,7.21543726237697e-15,"Downregulated"
"PRRG3",-1.45249633042018,7.2485831535743e-15,"Downregulated"
"FAT1",1.19896488415473,7.25885059214119e-15,"Upregulated"
"AL512662.1",-1.72558691201912,7.27032580039113e-15,"Downregulated"
"AL022344.1",-1.40423489743634,7.36126163973511e-15,"Downregulated"
"SYCP2",1.8692287298503,7.56790341634442e-15,"Upregulated"
"LRRC25",-1.07393005350199,7.59467066647385e-15,"Downregulated"
"SLC38A8",3.59712005941794,7.61172240092434e-15,"Upregulated"
"HOXB-AS4",4.32590216609663,7.64475718489656e-15,"Upregulated"
"CYP4F3",3.00311147246923,7.6665754004163e-15,"Upregulated"
"DISP3",2.18013688486285,7.67173830992029e-15,"Upregulated"
"AJAP1",-1.82565497860388,7.68269281537176e-15,"Downregulated"
"CALY",2.82041230692372,7.69616060027754e-15,"Upregulated"
"SMIM10L2B",-1.05909770481403,7.701460608392e-15,"Downregulated"
"AC092078.2",-2.89787098343274,7.75482883185309e-15,"Downregulated"
"MICU3",-1.0435461773591,7.77182240877854e-15,"Downregulated"
"LINC00824",3.5000655261837,7.81880005951442e-15,"Upregulated"
"AL158211.5",-1.21307150025662,7.85970003130304e-15,"Downregulated"
"RN7SKP80",2.53496600210722,7.87784664951367e-15,"Upregulated"
"PRSS43P",2.03462115082369,7.94075446214367e-15,"Upregulated"
"TCTEX1D1",-1.6540741486736,7.9407665431856e-15,"Downregulated"
"AC016074.2",1.87934160856411,8.11597548821167e-15,"Upregulated"
"AL031717.1",1.53680488244584,8.19350452081612e-15,"Upregulated"
"AC097637.3",-2.41914564337074,8.24257048369583e-15,"Downregulated"
"UGT1A1",3.71705822732661,8.38069149652638e-15,"Upregulated"
"LINC00622",-1.25358083648983,8.38069149652638e-15,"Downregulated"
"AL139128.1",2.04384958047854,8.39034813867998e-15,"Upregulated"
"LINC02285",-1.22397203854484,8.47553641531897e-15,"Downregulated"
"GRAMD2A",-1.33063480577928,8.47915210350443e-15,"Downregulated"
"AC027031.2",1.38950124426951,8.50980999154528e-15,"Upregulated"
"LINC02265",-2.01541791371521,8.52169753006347e-15,"Downregulated"
"ANKRD40CL",3.80997158917814,8.64680344163955e-15,"Upregulated"
"LAIR1",-1.06845796922709,8.6665305347332e-15,"Downregulated"
"LINC01775",2.4965891087062,8.66876082269562e-15,"Upregulated"
"AL353807.2",2.43720691372765,8.6718950426568e-15,"Upregulated"
"AL731556.1",1.74581636012751,8.69748363616714e-15,"Upregulated"
"CFL1P5",1.27684137580397,8.78894763702943e-15,"Upregulated"
"LINC00626",3.14032354305814,8.78894763702943e-15,"Upregulated"
"APOC1",-1.40557796844345,8.83710905268555e-15,"Downregulated"
"AC078905.1",-2.71642734700478,8.8801530862232e-15,"Downregulated"
"NLRP11",3.03278921461562,8.94022706761401e-15,"Upregulated"
"AC097105.1",-2.50959609279743,8.97570554358695e-15,"Downregulated"
"SLC38A3",2.38623805026336,8.99975133388199e-15,"Upregulated"
"AL031602.1",2.08737996387887,9.11836062976677e-15,"Upregulated"
"CCDC26",2.19150791838885,9.18285901510828e-15,"Upregulated"
"CDHR5",2.7499937035104,9.24038599636504e-15,"Upregulated"
"RGS7",3.0042979157604,9.27823547724751e-15,"Upregulated"
"HOATZ",-2.42996273347962,9.36188759508039e-15,"Downregulated"
"TBC1D2",-1.05729308218039,9.45100081179362e-15,"Downregulated"
"DCHS1",-1.04479076093868,9.71168558963762e-15,"Downregulated"
"MUSK",-1.87645781135528,9.87407619296033e-15,"Downregulated"
"RN7SKP97",2.20255850169708,9.90938941033355e-15,"Upregulated"
"SNORA5C",1.54758350218435,9.92159023092011e-15,"Upregulated"
"AL596223.1",3.22733293882988,9.95251378153204e-15,"Upregulated"
"PHEX",-1.29262505783152,9.97464698747698e-15,"Downregulated"
"FAR2",-1.18789495303113,9.98045608643416e-15,"Downregulated"
"MMP7",2.02354475640406,9.99436802813322e-15,"Upregulated"
"IGHV3-60",2.12529221634202,1.00925545228389e-14,"Upregulated"
"ZC3H12B",-1.08906617864967,1.02908431067647e-14,"Downregulated"
"AL353135.2",1.3907680220916,1.02908431067647e-14,"Upregulated"
"AL021920.2",3.21521813966281,1.02979431523334e-14,"Upregulated"
"NRIP3",1.54442019286503,1.03643812386084e-14,"Upregulated"
"LRRC18",-2.18469348196225,1.03966812995764e-14,"Downregulated"
"PYGM",-1.22149978137459,1.04974892747254e-14,"Downregulated"
"SNX25P1",1.16230273917437,1.05239963638014e-14,"Upregulated"
"BCL2L14",1.4249928329785,1.05538428513816e-14,"Upregulated"
"CPB2",-2.72730561355495,1.06099408286356e-14,"Downregulated"
"RN7SL674P",2.85503373466872,1.06808577030979e-14,"Upregulated"
"AC124319.1",1.84063441592915,1.06936222285655e-14,"Upregulated"
"AC010226.1",-1.13538256323069,1.07829476725879e-14,"Downregulated"
"CCDC178",-1.98939793107864,1.09010310797484e-14,"Downregulated"
"AC002378.1",3.72816435115771,1.09315360130967e-14,"Upregulated"
"AL513314.2",1.94974067903862,1.09810849989102e-14,"Upregulated"
"LRRC4B",-1.3361393184581,1.11374210923347e-14,"Downregulated"
"GORAB-AS1",1.23118092199327,1.12110689987126e-14,"Upregulated"
"AC097512.1",4.34959759282308,1.12408170459294e-14,"Upregulated"
"AP000695.2",1.64061101980944,1.13029025128278e-14,"Upregulated"
"AC005606.2",1.1409958792152,1.13669800692968e-14,"Upregulated"
"BNIP3P24",3.09663157380451,1.16907155993297e-14,"Upregulated"
"H4C1",4.33714922363648,1.16907155993297e-14,"Upregulated"
"AC061992.2",1.36369847549682,1.17491370520124e-14,"Upregulated"
