"gene_name","log2FoldChange","padj","Significance"
"HEPHL1",2.31342697946603,4.4059399978129e-17,"Upregulated"
"IGHV2-70D",2.59625775763889,4.45973846650736e-17,"Upregulated"
"AC103563.1",2.7483271083114,4.47281343939201e-17,"Upregulated"
"AL031600.1",1.56936950470986,4.53804164274211e-17,"Upregulated"
"LINC02346",-2.66215079756102,4.61260338660678e-17,"Downregulated"
"BTBD16",2.16333926298115,4.62710488248721e-17,"Upregulated"
"CLEC4E",-1.6478355189392,4.74782147235132e-17,"Downregulated"
"SLC28A1",2.31848951544583,4.77512285976362e-17,"Upregulated"
"TEX22",1.4065836591561,4.79589075663816e-17,"Upregulated"
"AC023796.2",3.4331711454187,4.82633044685654e-17,"Upregulated"
"SCX",1.58141114155476,4.83323830221152e-17,"Upregulated"
"FAM43A",-1.19623413029723,4.85911010052293e-17,"Downregulated"
"LINC02253",5.10463669000205,4.91827513256734e-17,"Upregulated"
"AC005336.1",3.52165127706323,5.06502914620709e-17,"Upregulated"
"SIRPG",1.43134751669804,5.0862927519399e-17,"Upregulated"
"KCNK1",1.37236507908689,5.09869708559401e-17,"Upregulated"
"MIR34AHG",1.29839154888699,5.15314930911516e-17,"Upregulated"
"CHAT",4.67927004764869,5.19973958700067e-17,"Upregulated"
"AC131237.1",-1.97564990626424,5.22941591528682e-17,"Downregulated"
"AC026412.3",1.51340924083603,5.44176054850743e-17,"Upregulated"
"LRRK2",-2.00037664393073,5.49902827937468e-17,"Downregulated"
"TCF4",-1.090596419851,5.55189088489117e-17,"Downregulated"
"AP000553.4",2.89130259818932,5.57557667788912e-17,"Upregulated"
"LINC02734",-1.38892201298967,5.61978821498309e-17,"Downregulated"
"AC109583.3",-1.26418280595015,5.6201699328285e-17,"Downregulated"
"OR7E14P",1.12062374108819,5.6563695694517e-17,"Upregulated"
"FAR2P1",5.59108492124975,5.65744409100302e-17,"Upregulated"
"CXCL12",-1.27303242213685,5.69873709732464e-17,"Downregulated"
"C22orf34",-1.16836401780726,5.72533899547961e-17,"Downregulated"
"AL139023.1",5.46001414270313,5.7441057542795e-17,"Upregulated"
"ALDOA",1.1268572899457,5.80189097701471e-17,"Upregulated"
"NAGPA-AS1",-1.87494322830171,5.89241422444038e-17,"Downregulated"
"H3C6",1.86563570223126,5.98093105052948e-17,"Upregulated"
"PROK2",-2.05145923589341,6.01703920157978e-17,"Downregulated"
"BFSP2",1.95776905498287,6.04585148917424e-17,"Upregulated"
"AC087289.5",1.26143280716507,6.06388979497801e-17,"Upregulated"
"AL606970.1",4.59717514620964,6.09326867607394e-17,"Upregulated"
"PLAGL1",-1.18980347477537,6.12812182692487e-17,"Downregulated"
"AC026412.2",2.12939064251913,6.14064341767889e-17,"Upregulated"
"AL356095.1",-2.87519297403823,6.32554332221726e-17,"Downregulated"
"ASPHD2",1.34537506846366,6.38261758878153e-17,"Upregulated"
"IGKV1D-27",2.71407754795221,6.42498223835702e-17,"Upregulated"
"SLAMF9",1.91935925158832,6.46682330554996e-17,"Upregulated"
"RPL22L1",1.16220132368552,6.48092717375612e-17,"Upregulated"
"RNU6-415P",-1.40436384567992,6.67223007267959e-17,"Downregulated"
"LINC01971",3.2853675047832,6.76013144538516e-17,"Upregulated"
"TRPM2",1.19904671424768,6.76800244760851e-17,"Upregulated"
"AC110014.1",-2.23329635712491,6.88438573149166e-17,"Downregulated"
"AC021218.1",2.87764490963141,6.92057877611883e-17,"Upregulated"
"NEB",2.00425910348448,6.95645851383419e-17,"Upregulated"
"KRT78",2.54173391232844,6.96723996552149e-17,"Upregulated"
"CDKN2B",-1.31954778068258,7.00533663522638e-17,"Downregulated"
"SLC13A5",2.91085634842708,7.08016341136298e-17,"Upregulated"
"AC093281.2",3.92424388976771,7.10031723475024e-17,"Upregulated"
"TUSC8",3.96085711737615,7.24020959414333e-17,"Upregulated"
"LINC01275",1.79093667975796,7.35506613814239e-17,"Upregulated"
"AC079460.2",4.46503738495455,7.37290018266265e-17,"Upregulated"
"MMP14",1.16685341569708,7.38658290915488e-17,"Upregulated"
"AC061975.1",3.25763272205027,7.38658290915488e-17,"Upregulated"
"COBLP1",3.6801518792852,7.44235996156567e-17,"Upregulated"
"TNFSF4",1.25964914028454,7.50687540340094e-17,"Upregulated"
"AL132780.5",1.76843629164891,7.59880157530928e-17,"Upregulated"
"AC120036.3",2.36127604360497,7.63885527988671e-17,"Upregulated"
"Y_RNA",2.25392391880449,7.672552878945e-17,"Upregulated"
"HILPDA",1.57774888480337,7.74940809007042e-17,"Upregulated"
"AC025766.1",1.87462808100751,7.78435971163155e-17,"Upregulated"
"TNFAIP3",-1.14134148896157,7.84342991788657e-17,"Downregulated"
"AOC4P",-1.29952831289327,7.86035362548267e-17,"Downregulated"
"AP000866.2",-1.42187999037579,7.93825253207386e-17,"Downregulated"
"COX7B2",8.27895045721526,7.9961441407248e-17,"Upregulated"
"AL391684.1",1.13886897911227,8.0485595925388e-17,"Upregulated"
"NOX4",1.36158440545314,8.09349883879446e-17,"Upregulated"
"Z99129.3",2.71811137921933,8.22249838583495e-17,"Upregulated"
"CDK8P2",4.12396212395916,8.24362426574464e-17,"Upregulated"
"TCEAL7",-1.24494116105976,8.34740858190742e-17,"Downregulated"
"AP002856.2",-4.12192475320381,8.66125832989188e-17,"Downregulated"
"AC068946.1",1.71806138040496,8.67071389710917e-17,"Upregulated"
"AC116049.1",4.61746612317864,8.80523860193938e-17,"Upregulated"
"SORD2P",1.49983496012129,8.80523860193938e-17,"Upregulated"
"LINC02616",6.30894839846531,8.81349298449648e-17,"Upregulated"
"AL136114.1",3.87401524785931,8.82665011427394e-17,"Upregulated"
"SUGT1-DT",1.31035029913773,8.86837896758101e-17,"Upregulated"
"LINC01524",3.5225659840399,8.95658367720777e-17,"Upregulated"
"CAMK2B",2.5445587200984,8.96602793783455e-17,"Upregulated"
"AC136475.3",2.13074159431608,9.0037613531764e-17,"Upregulated"
"GPRC5A",-1.33371077294835,9.10613525925344e-17,"Downregulated"
"NSUN5P2",1.84212072519803,9.1073926552323e-17,"Upregulated"
"TMEM255B",-1.01985985103948,9.12412502214644e-17,"Downregulated"
"C6orf15",4.78847388552282,9.18626345811601e-17,"Upregulated"
"AL031599.1",-2.47742020429187,9.22190823349234e-17,"Downregulated"
"AC135068.9",3.68288474213668,9.36174831665325e-17,"Upregulated"
"LPO",2.38146450589953,9.37606388919594e-17,"Upregulated"
"RASSF8",-1.28539902220852,9.49532653500448e-17,"Downregulated"
"COL13A1",-1.2855410140468,9.51375066871607e-17,"Downregulated"
"BACE2",1.47547544248526,9.52737551590115e-17,"Upregulated"
"DOCK8",-1.04711607145162,9.61773721139462e-17,"Downregulated"
"HOXA11",4.0701514351028,9.73204354274924e-17,"Upregulated"
"SCARF1",-1.11555998690906,9.79474064841111e-17,"Downregulated"
"EXTL3-AS1",1.63474009978114,9.81856850959517e-17,"Upregulated"
"FAM86LP",2.94866296887521,9.90113281125085e-17,"Upregulated"
"TMEM92",1.28457845525353,9.9405979772204e-17,"Upregulated"
"TGFBR3L",2.05999311397369,9.98578800296239e-17,"Upregulated"
"RAET1L",3.89057041764255,1.00185552486333e-16,"Upregulated"
"AL590550.1",2.78968742409536,1.00817435055194e-16,"Upregulated"
"DAPK1",-1.09116562719005,1.0097976565528e-16,"Downregulated"
"AC114341.2",2.39800874055306,1.02282477404021e-16,"Upregulated"
"MUC20P1",1.79704418054937,1.03314903943196e-16,"Upregulated"
"RTEL1-TNFRSF6B",1.38465552555583,1.03334139098588e-16,"Upregulated"
"AC026780.2",-2.33052588299341,1.03485162900363e-16,"Downregulated"
"AC018892.3",2.74504737844394,1.04363081375351e-16,"Upregulated"
"LINC01616",-3.28222131441941,1.056027589707e-16,"Downregulated"
"AC090954.1",3.55238332098547,1.05968296711137e-16,"Upregulated"
"AC130466.1",-2.17173844961918,1.06044979480277e-16,"Downregulated"
"TMEM139",-1.91883838495672,1.06236118886129e-16,"Downregulated"
"MAPK8IP3",1.12976429346487,1.07110401076142e-16,"Upregulated"
"LINC02580",-1.32067571415975,1.08011436008979e-16,"Downregulated"
"PGLYRP1",-2.03557034184416,1.10069671914747e-16,"Downregulated"
"AC008870.2",1.2058013053806,1.11279000305865e-16,"Upregulated"
"AL359922.2",2.13992014755457,1.11760652234916e-16,"Upregulated"
"AP003119.2",1.89422909652669,1.1243483117624e-16,"Upregulated"
"DIABLO",1.10476964833018,1.13117367931023e-16,"Upregulated"
"ITGA2",1.5764782516648,1.13184914674026e-16,"Upregulated"
"H3C11",4.90016148421247,1.13187734904782e-16,"Upregulated"
"CLCA3P",3.16228249644256,1.13797468615383e-16,"Upregulated"
"AC016240.1",2.90518390203089,1.14773718024008e-16,"Upregulated"
"SLC16A11",-1.63464146362774,1.14871805823331e-16,"Downregulated"
"IGKV2-40",3.86620724118837,1.15097337522693e-16,"Upregulated"
"SCNN1D",1.50520931888154,1.15405335717498e-16,"Upregulated"
"AL353572.4",1.97277354682709,1.16283187839341e-16,"Upregulated"
"AC022126.1",1.72607010586577,1.16957261571397e-16,"Upregulated"
"LINC01979",2.43657308904823,1.17208669977261e-16,"Upregulated"
"FAM180B",-2.12439574624314,1.17373563453399e-16,"Downregulated"
"CCNL2",1.01239906672404,1.18125719077513e-16,"Upregulated"
"LINC01106",1.27805823537332,1.18272508434323e-16,"Upregulated"
"LCP1",-1.09441025893066,1.18579360442323e-16,"Downregulated"
"CNTNAP2",2.65203159662628,1.21321934993042e-16,"Upregulated"
"LINC01281",1.97449153028948,1.23170165171512e-16,"Upregulated"
"AC008180.3",4.18620895571057,1.23170165171512e-16,"Upregulated"
"OR7E38P",1.95892835407735,1.24632243294212e-16,"Upregulated"
"RN7SL4P",2.86438025150963,1.24694017443805e-16,"Upregulated"
"AC245884.3",1.65906097537397,1.25299590304636e-16,"Upregulated"
"CD24",1.428720960988,1.25317754881053e-16,"Upregulated"
"LINC01978",2.15001701274393,1.26677939713212e-16,"Upregulated"
"AL033530.1",5.31303058594993,1.2738139196538e-16,"Upregulated"
"STRCP1",2.21023875041146,1.28097113047997e-16,"Upregulated"
"HID1",1.02905841606353,1.28271153574501e-16,"Upregulated"
"AC069222.1",1.77446708915034,1.28482885621554e-16,"Upregulated"
"RNU6-1161P",2.49872522533304,1.32075408406808e-16,"Upregulated"
"THY1",1.27829156056052,1.33119088230498e-16,"Upregulated"
"MCM3AP-AS1",1.07429567408795,1.33826297400675e-16,"Upregulated"
"LEMD1-AS1",2.39807222542306,1.34301026254918e-16,"Upregulated"
"IGKV2-30",2.02817609267777,1.34797567715928e-16,"Upregulated"
"IGFL4",2.4947381168985,1.36411684879509e-16,"Upregulated"
"IGKV1OR2-11",2.78804893700011,1.36775011255191e-16,"Upregulated"
"AC021613.1",-2.17597010794001,1.39692302928862e-16,"Downregulated"
"GLIPR1L2",-1.32634291053975,1.40303169756679e-16,"Downregulated"
"BEND3P2",-2.42418351466189,1.40461088685147e-16,"Downregulated"
"NRG1",-1.75064216034987,1.40660757673583e-16,"Downregulated"
"AL359764.2",3.47619669238344,1.43681243597966e-16,"Upregulated"
"ITIH6",3.17252815353578,1.4392694557371e-16,"Upregulated"
"PTGDS",-1.48905112174615,1.44925477138318e-16,"Downregulated"
"SLC9A4",4.38898152796674,1.46165980324355e-16,"Upregulated"
"IGLV2-11",1.98503429164414,1.47623175425842e-16,"Upregulated"
"SFRP5",-2.62964414004847,1.50290964777697e-16,"Downregulated"
"CRYM-AS1",1.81163329479165,1.50385906331364e-16,"Upregulated"
"MSLNL",2.99861303968642,1.50388539750067e-16,"Upregulated"
"ELOVL4",1.97327646813473,1.51200726971111e-16,"Upregulated"
"LNCOC1",1.67176931287679,1.51745416944101e-16,"Upregulated"
"NHLRC4",-1.57871916687826,1.53676702241459e-16,"Downregulated"
"ANKRD34A",1.49489137520131,1.5686176982258e-16,"Upregulated"
"AC008764.6",1.07486561143741,1.61971874896091e-16,"Upregulated"
"PLAC4",3.30791176583681,1.6396001177752e-16,"Upregulated"
"MIR4717",-2.94148370476131,1.64543375938579e-16,"Downregulated"
"ZBTB8B",2.56279378005273,1.64685562076286e-16,"Upregulated"
"AC025265.1",1.73644106068534,1.66985358677942e-16,"Upregulated"
"KCTD16",-1.60832099727712,1.69396515246161e-16,"Downregulated"
"TUBA1A",-1.07682901850297,1.7018647879814e-16,"Downregulated"
"TAC4",2.23809421990911,1.74058071095066e-16,"Upregulated"
"ACTG1P22",2.86717560822394,1.74553551422409e-16,"Upregulated"
"HNRNPA1P27",2.1194600124965,1.75101774590746e-16,"Upregulated"
"ADAMTS15",-1.5211586729814,1.76477976354095e-16,"Downregulated"
"AC007569.1",1.55922027915965,1.7819370479001e-16,"Upregulated"
"FAXC",1.29382028513556,1.80660659832762e-16,"Upregulated"
"SAPCD1",1.75675502332894,1.82948176304047e-16,"Upregulated"
"ETNK2",1.33843646304393,1.8538947587778e-16,"Upregulated"
"LINC02830",4.48318297969248,1.85876475036305e-16,"Upregulated"
"AC138776.1",-1.9654359347138,1.86224316673151e-16,"Downregulated"
"HAPLN3",1.15178777357414,1.8758250067048e-16,"Upregulated"
"TCTE3",1.03838651896973,1.87938073901999e-16,"Upregulated"
"C1QTNF12",1.91064646866016,1.89103801616393e-16,"Upregulated"
"GAS1RR",-1.47672409275677,1.89574494010395e-16,"Downregulated"
"RNF157",1.54356948934397,1.90599479814835e-16,"Upregulated"
"EMB",1.23102843337835,1.90877307818845e-16,"Upregulated"
"AC068025.1",2.01180884089826,1.91652381385767e-16,"Upregulated"
"CU639417.5",3.39858631616868,1.91963709134211e-16,"Upregulated"
"H2AC4",4.35998141907615,1.98528041685221e-16,"Upregulated"
"GDPD4",2.05625973212234,2.00064948045037e-16,"Upregulated"
"CPA3",-1.69538504805876,2.00602976003684e-16,"Downregulated"
"CACNA1I",2.07466007049206,2.07538375385075e-16,"Upregulated"
"TRPA1",2.42773421930576,2.08295346516637e-16,"Upregulated"
"AP003548.1",-2.15905908527165,2.08597285909893e-16,"Downregulated"
"DEFA3",-3.58577078497577,2.10612546058601e-16,"Downregulated"
"WNT2B",-1.18316081467976,2.10787633985061e-16,"Downregulated"
"AC020928.1",2.63566195627577,2.10941180847075e-16,"Upregulated"
"TEKT3",-1.78436611805715,2.14189129199062e-16,"Downregulated"
"AC069547.1",1.13460831282714,2.15443700160561e-16,"Upregulated"
"ARSL",2.00752418978342,2.16210710488231e-16,"Upregulated"
"LINC00582",1.99384375598366,2.20303180793854e-16,"Upregulated"
"IGHV3-19",2.15797974164831,2.22365095833454e-16,"Upregulated"
"OGN",-2.15888124059064,2.23441484145551e-16,"Downregulated"
"AP002907.1",1.6206192957289,2.24065730650667e-16,"Upregulated"
"AWAT2",-2.60789086753727,2.25751932443223e-16,"Downregulated"
"AL359510.2",1.55192483404533,2.26559086426312e-16,"Upregulated"
"WDR64",1.79190490040231,2.31408208055328e-16,"Upregulated"
"CT75",1.99123329349785,2.33985771483945e-16,"Upregulated"
"LINC00466",3.7119124833291,2.35298875756154e-16,"Upregulated"
"LINC01807",4.23409487855654,2.35656540071755e-16,"Upregulated"
"AC010329.5",4.49729309457536,2.3790253612597e-16,"Upregulated"
"IGFL2-AS1",3.21825869382439,2.39601738870064e-16,"Upregulated"
"LINC02870",1.93667762957769,2.43650650526052e-16,"Upregulated"
"RAMP2-AS1",-1.7202118109469,2.46347436890168e-16,"Downregulated"
"PSMA6",1.07776571419588,2.4702920132563e-16,"Upregulated"
"FCGR3A",-1.27885509874381,2.53039514923283e-16,"Downregulated"
"AC137932.3",1.21029896744769,2.56435392843774e-16,"Upregulated"
"AC006994.1",-1.65730674161613,2.58476788817779e-16,"Downregulated"
"LINC02158",-1.55258375896882,2.60992719748338e-16,"Downregulated"
"PRKCG",2.52631984542978,2.63234651770939e-16,"Upregulated"
"AC010970.1",4.04051758938002,2.6509046059062e-16,"Upregulated"
"CBR3",1.74830105826386,2.65527788530572e-16,"Upregulated"
"AGBL1",-2.63559900720626,2.65781358722675e-16,"Downregulated"
"C19orf57",1.31231746177323,2.66290339991609e-16,"Upregulated"
"AC092143.3",1.5328954255227,2.68389350632712e-16,"Upregulated"
"TNNI3",2.74720775856488,2.7014343862773e-16,"Upregulated"
"BRCA2",1.11750905793746,2.70931699657869e-16,"Upregulated"
"AC006017.1",1.83828205260732,2.72184392878705e-16,"Upregulated"
"GNGT2",-1.1053387256818,2.77047044013504e-16,"Downregulated"
"RBM14-RBM4",1.53177645189182,2.8164980941673e-16,"Upregulated"
"AATK",-1.45491279677635,2.82253984291544e-16,"Downregulated"
"AC104257.1",-3.49395315550709,2.86222763163277e-16,"Downregulated"
"IGHV4-59",2.05529141148613,2.86453036589095e-16,"Upregulated"
"PCSK1N",2.30789333776427,2.88033914156436e-16,"Upregulated"
"AFP",4.48257460630444,2.88196634620764e-16,"Upregulated"
"SDC2",-1.11171473161327,2.88393808701397e-16,"Downregulated"
"AP003119.1",3.3635760911312,2.91012717786788e-16,"Upregulated"
"MPP6",1.14246454624662,2.93698139603744e-16,"Upregulated"
"CHAC2",1.02595891560867,2.95711150749709e-16,"Upregulated"
"SYNPR-AS1",1.99820382126016,2.98659924777181e-16,"Upregulated"
"H3C1",3.24408378107725,2.9912648310751e-16,"Upregulated"
"ZNF436-AS1",1.10149792300485,2.99819585616999e-16,"Upregulated"
"IGKV5-2",2.32808276705817,3.00342717567264e-16,"Upregulated"
"MED28P8",-3.42221113391352,3.00914517450342e-16,"Downregulated"
"LINC01537",-1.62855993094872,3.08464338068898e-16,"Downregulated"
"ZNF280A",4.98051723177753,3.1493415626014e-16,"Upregulated"
"C16orf78",-2.5802922534701,3.20148803835874e-16,"Downregulated"
"RSPH9",-1.53548548872766,3.21760371253523e-16,"Downregulated"
"AC079384.1",3.62838423702648,3.22603235264858e-16,"Upregulated"
"A1CF",3.66864765317196,3.24011983811007e-16,"Upregulated"
"LINC00954",1.64639946131777,3.248687671386e-16,"Upregulated"
"AARSD1",1.184798181453,3.26959180681617e-16,"Upregulated"
"LINC00567",3.30369033806674,3.30427987904858e-16,"Upregulated"
"GRB7",1.15220478352143,3.31082316400674e-16,"Upregulated"
"DMGDH",1.79877626724496,3.31193046717945e-16,"Upregulated"
"MOB3B",-1.04809281274199,3.35643714755964e-16,"Downregulated"
"AC053545.1",2.92763208845139,3.35668165916696e-16,"Upregulated"
"TMEM147-AS1",1.00529479277189,3.37272634666776e-16,"Upregulated"
"LINC00471",1.14712368756838,3.41231582675672e-16,"Upregulated"
"AP002754.1",2.43743510117902,3.44107045966111e-16,"Upregulated"
"NOL12",1.03265213376706,3.4561200654953e-16,"Upregulated"
"FZD9",2.52341543018703,3.46012868865644e-16,"Upregulated"
"BX119927.1",4.01310038730806,3.47671457526419e-16,"Upregulated"
"IGHV3-7",1.91831526826282,3.4899273738139e-16,"Upregulated"
"GRHL3-AS1",2.59219388256245,3.50687565228179e-16,"Upregulated"
"TM4SF1-AS1",1.79077707960113,3.5154348422004e-16,"Upregulated"
"AC137936.2",1.66833705894973,3.53453895850049e-16,"Upregulated"
"TLX2",2.69749577586185,3.53509679471117e-16,"Upregulated"
"CYBB",-1.33532660122387,3.57857856345608e-16,"Downregulated"
"LINC02099",1.69824941531661,3.58898822731335e-16,"Upregulated"
"Z95118.2",-1.14483253062576,3.60613383041607e-16,"Downregulated"
"AC103563.3",2.48602282029824,3.62622498260688e-16,"Upregulated"
"S100A7",4.28725899315201,3.64092386158843e-16,"Upregulated"
"AC092964.1",2.45508332578683,3.66242637165594e-16,"Upregulated"
"AL451166.1",2.27178116890584,3.6973223200816e-16,"Upregulated"
"AC108134.3",-1.30166449235772,3.69804357990482e-16,"Downregulated"
"TSPAN5",1.10547312162519,3.70056626929195e-16,"Upregulated"
"GIMAP3P",-2.00242208602498,3.72213198025093e-16,"Downregulated"
"AQP9",-1.56675578733821,3.72692591141828e-16,"Downregulated"
"AC131009.2",3.7061803391612,3.74519735967826e-16,"Upregulated"
"AL049836.1",2.00665686520366,3.8334981457534e-16,"Upregulated"
"FBXL8",1.01743132102428,3.86009037660473e-16,"Upregulated"
"ADAMTSL5",1.47786573336375,3.91280916342123e-16,"Upregulated"
"RD3",-1.92075181248727,3.93007875499552e-16,"Downregulated"
"MIR3189",2.64546720985084,3.93274266808425e-16,"Upregulated"
"AL354993.2",3.42064706665698,3.9554652671835e-16,"Upregulated"
"PFN2",1.45134454299148,4.14282828608994e-16,"Upregulated"
"AC007879.3",1.5063787691863,4.20655966762888e-16,"Upregulated"
"NAT16",3.27916160586913,4.20692062471918e-16,"Upregulated"
"BTBD11",1.83531012143927,4.23945112397527e-16,"Upregulated"
"AC015909.1",2.36017529770773,4.35058303181958e-16,"Upregulated"
"LINC01366",-1.38434635972624,4.39523330663787e-16,"Downregulated"
"AC188617.1",2.5429305122445,4.41318574443191e-16,"Upregulated"
"COL2A1",3.35596789217887,4.42245220108158e-16,"Upregulated"
"H2BC10",4.99455959866043,4.4422305842113e-16,"Upregulated"
"DMRTC2",5.10247991245099,4.45347534103595e-16,"Upregulated"
"PNMA5",3.25860631648829,4.45347534103595e-16,"Upregulated"
"AL731569.1",1.08665818910967,4.45489292266946e-16,"Upregulated"
"AC106799.3",5.10370590446402,4.45489292266946e-16,"Upregulated"
"COL6A3",1.24643863531252,4.51123058629368e-16,"Upregulated"
"RPL23AP32",-2.09571561319413,4.56693461884775e-16,"Downregulated"
"RASGRF1",-2.06124379209846,4.66319884909883e-16,"Downregulated"
"SLC22A10",-2.24370936842668,4.68104470572527e-16,"Downregulated"
"AC087667.1",3.18517563495309,4.7619889604714e-16,"Upregulated"
"SYNDIG1",1.66457124612059,4.99191471946607e-16,"Upregulated"
"AC125603.1",4.41125459681776,5.07748952071926e-16,"Upregulated"
"AC132938.5",1.45579936791905,5.09424590134802e-16,"Upregulated"
"AC245297.1",-1.23606532014773,5.14404444342636e-16,"Downregulated"
"LINC02263",4.5062344512481,5.24991359924194e-16,"Upregulated"
"AC061708.1",-1.71985867197943,5.28350805972912e-16,"Downregulated"
"AC022148.1",3.48383954251606,5.35297889461584e-16,"Upregulated"
"AC011632.1",4.82146663381402,5.39382012939799e-16,"Upregulated"
"SOX21",2.70687734181976,5.40566859169489e-16,"Upregulated"
"GCAT",1.11477223345796,5.40620914513345e-16,"Upregulated"
"CFAP161",-2.06613057473,5.45998778839319e-16,"Downregulated"
"STRADBP1",-2.38663381120492,5.49370205224075e-16,"Downregulated"
"LY6G6E",-3.17073118621433,5.61216501416193e-16,"Downregulated"
"CHODL",2.07657175627582,5.62675321412212e-16,"Upregulated"
"SPIRE2",1.14672117660435,5.64994557096484e-16,"Upregulated"
"AC010168.1",2.43779041721551,5.87710635575825e-16,"Upregulated"
"KRT86",1.61032180302238,5.95320314130725e-16,"Upregulated"
"HSPE1P2",1.72149797284225,5.98131942652146e-16,"Upregulated"
"SBSN",3.1489737245625,6.00285660005653e-16,"Upregulated"
"CCL14",-2.03188471909011,6.02032846117041e-16,"Downregulated"
"KLRF1",-1.56635205792089,6.12341649300629e-16,"Downregulated"
"KIF25-AS1",3.38574593015363,6.15706238833451e-16,"Upregulated"
"AC025580.2",1.39568746927761,6.18049129995921e-16,"Upregulated"
"LINC02228",4.07802255121985,6.20888938992522e-16,"Upregulated"
"MRPL12",1.18950123189006,6.22985406231875e-16,"Upregulated"
"IGLV7-43",2.06475433675367,6.32885005709371e-16,"Upregulated"
"LINC02348",2.46681730381036,6.34582377527117e-16,"Upregulated"
"HBD",-2.18159482952319,6.40403468866995e-16,"Downregulated"
"IGLV4-60",2.50277541283363,6.48003710065046e-16,"Upregulated"
"RPH3A",-1.92036328796178,6.58907462338909e-16,"Downregulated"
"SCARA5",-2.33425289697767,6.94246337780563e-16,"Downregulated"
"LYG1",1.27598905300406,6.95947590257286e-16,"Upregulated"
"CABP7",2.23112045224055,7.02171789172492e-16,"Upregulated"
"AL139385.1",1.88363237167509,7.07688573888492e-16,"Upregulated"
"CYP17A1",-2.1496343138023,7.14737546617999e-16,"Downregulated"
"IGHV3OR16-15",2.34129237830866,7.16593890554802e-16,"Upregulated"
"G3BP1P1",2.47867655795902,7.17067935714799e-16,"Upregulated"
"NPAS2",1.24207055556648,7.18465428303896e-16,"Upregulated"
"AC023157.2",1.15304509900765,7.1944405068764e-16,"Upregulated"
"LGALS4",3.28869471938861,7.19731044933795e-16,"Upregulated"
"CYP4F11",2.93687039030558,7.20290996606422e-16,"Upregulated"
"AC022217.2",-1.87640535398894,7.42331484530735e-16,"Downregulated"
"MAGEA1",6.25754890991751,7.48655382567131e-16,"Upregulated"
"IGHJ6",2.48866152034901,7.48931785023998e-16,"Upregulated"
"AL355834.2",3.65728339673919,7.51501827835165e-16,"Upregulated"
"MST1",1.30010018715563,7.6407393361322e-16,"Upregulated"
"AL133551.1",1.88680724029555,7.66062765700671e-16,"Upregulated"
"HCG15",1.37141507610611,7.72671801386677e-16,"Upregulated"
"MGAT3-AS1",-2.40058529322402,7.75564035683388e-16,"Downregulated"
"AL513523.1",2.00162584417774,7.75777388978078e-16,"Upregulated"
"OR7E128P",1.62456193782451,7.82770205154862e-16,"Upregulated"
"SLC30A2",2.41157908350502,7.87669459043997e-16,"Upregulated"
"C4BPB",2.22564645154272,7.9132843962147e-16,"Upregulated"
"ADA2",-1.0517769191809,8.04533404987629e-16,"Downregulated"
"LINC00648",4.0157388993241,8.1110455864188e-16,"Upregulated"
"AL391845.2",2.06794027038539,8.13118929818709e-16,"Upregulated"
"AC007546.3",2.29686462935139,8.13118929818709e-16,"Upregulated"
"AP003352.1",1.07280500786355,8.45808304130467e-16,"Upregulated"
"LAMP5",1.51255555517282,8.50205189295691e-16,"Upregulated"
"SNORA79B",3.226382777368,8.61808561167034e-16,"Upregulated"
"CD44",-1.01385366864392,8.62665575253507e-16,"Downregulated"
"PLEKHH2",-1.29942554662502,8.73905049965938e-16,"Downregulated"
"OLFML2A",-1.19427861726633,8.86087424138089e-16,"Downregulated"
"AC079684.1",1.60610023369886,9.37424979406481e-16,"Upregulated"
"AC021683.2",3.1804053819339,9.42108581576881e-16,"Upregulated"
"ASNS",1.28968615972871,9.44453344537475e-16,"Upregulated"
"FAM83F",2.25689084911994,9.48899097138301e-16,"Upregulated"
"LINC01415",-1.51939257003374,9.49244858283019e-16,"Downregulated"
"LINC02587",-1.56376681675681,9.57042074848602e-16,"Downregulated"
"IGKV6D-21",2.61412386463113,9.67359080700911e-16,"Upregulated"
"RHOD",1.16754583931282,9.7492796107327e-16,"Upregulated"
"AC087741.3",1.04462667244427,9.75575670677457e-16,"Upregulated"
"AL353611.1",-2.58369237918307,9.80989415485809e-16,"Downregulated"
"AC093249.4",1.92204516002609,9.85715391151812e-16,"Upregulated"
"ARMC12",1.43403916365618,9.9030241907184e-16,"Upregulated"
"MEIOB",2.61653704042337,9.94702257102795e-16,"Upregulated"
"PACRG-AS1",-2.08779498258691,1.00570531781288e-15,"Downregulated"
"MRGPRF",-1.23268425983236,1.01331768074e-15,"Downregulated"
"BRSK2",1.98366408175351,1.02734056411977e-15,"Upregulated"
"UCN",1.3940235890308,1.03180564416692e-15,"Upregulated"
"IGKV1OR2-3",2.68250354459059,1.03222135215328e-15,"Upregulated"
"GTF2IP5",1.66118638838801,1.0395735670514e-15,"Upregulated"
"AL603750.1",-1.20778605878206,1.0395735670514e-15,"Downregulated"
"CFAP58",-1.8616752192152,1.05522947097839e-15,"Downregulated"
"AC083973.1",2.60692669884524,1.06163464772636e-15,"Upregulated"
"AC008870.5",3.54390054329266,1.08887422476737e-15,"Upregulated"
"TAF1A-AS1",1.01920504339244,1.0995156404432e-15,"Upregulated"
"HMGN2P15",-1.66644225372798,1.09961177105367e-15,"Downregulated"
"DDX50P1",1.40671939955679,1.10465177533052e-15,"Upregulated"
