"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043292","contractile fiber","92/4983","245/19886",9.06168687251802e-06,0.000179162494736642,0.000133268116711618,"SLC4A1/ANK1/MYOM2/FERMT2/ENO1/ACTN2/NEBL/CACNA1S/REM1/SMPX/MYH7/PSMA6/MYL9/TNNC2/TNNT1/PDLIM1/MYH1/CRYAB/FHL5/KAT2B/TNNC1/SPTBN1/FHL2/ACTL8/SLC2A1/TNNT2/CASQ2/PDLIM2/KCNJ8/LDB3/AHNAK/MYH2/TNNI3/KCNA5/TNNT3/TNNI2/SYNE1/PDLIM4/MYH8/MYH11/MYO18B/TMOD1/TRIM54/MYPN/UNC45B/MYOM3/PSEN2/SCN1A/ANKRD1/PAK1/JPH2/ALDOA/ADPRHL1/PGM5/FBXO32/MYL3/SYNC/NEXN/XIRP2/ANKRD23/LMOD3/LMOD1/MYOZ3/CFL2/SCN3B/SYNPO2L/NPNT/KRT8/KRT19/SYNPO/SYNPO2/DES/CDK5R1/C10orf71/MYOZ1/KCNE1/SYNM/CAV3/NEB/SCN5A/AHNAK2/MYBPC1/MYL6B/SCN8A/MYH6/NRAP/STYXL2/SMTNL1/PVALEF/KLHL41/MYZAP/MYH4",92
"GO:0099572","postsynaptic specialization","122/4983","346/19886",1.29218211978882e-05,0.000248386118581629,0.000184759373268051,"ARHGAP44/CDKL5/MAPK8IP2/CDH10/HOMER3/PSD/CAMK2A/CACNG5/PAK3/ACTN2/ITGA8/IGSF9B/AURKA/NOS1/P2RX6/NEFH/SLC8A3/SYNDIG1/DRP2/GRIN2D/CACNG7/GRIK5/NEURL1/RGS9/GABRA4/LIN7A/DBN1/SPTBN1/GRIN3B/OPRD1/DLGAP3/SLC8A2/SLC16A7/GRIA2/IQSEC3/SRGN/FLRT3/PRKCG/LRRC4/PRR7/LRRC4B/DCLK1/ADGRB3/CHRND/PAK6/CHRNA1/RTN1/SH3GL3/IGSF11/NTRK2/GRIK4/CNKSR2/ADRA2A/DLG5/PTPRO/GRID2/SPOCK1/GRIA4/GRIA1/ADCY8/GRIP1/SORCS3/LHFPL4/SYN2/FAM81A/DGKI/CLSTN2/CHRNB2/RUSC1/GRIN2C/TAMALIN/GNG3/CAMK2N1/LRRTM1/GABRB1/GRIK2/FABP5/GPER1/NSMF/NETO1/SAMD14/CHRM1/GSG1L/RGS14/P2RY1/CHRNB1/CDH2/NETO2/SYNPO/GAP43/LRFN4/BNIP3/CDK5R1/GRIN1/SLITRK1/ERBB4/SCRIB/ADGRB1/GRID1/CADM1/GRIN2A/KCND2/SEMA4B/GABRA5/DCC/KLHL17/INSYN2A/SH2D5/PTPRT/DAPK1/SCN8A/ADGRA1/ARC/GRM3/BMPR2/INSYN2B/INSYN1/CPEB1/GRID2IP/SHISA8/SHANK3/SRCIN1",122
"GO:0030016","myofibril","88/4983","236/19886",1.91522580143186e-05,0.000358198987727256,0.000266442508364205,"SLC4A1/ANK1/MYOM2/FERMT2/ENO1/ACTN2/NEBL/CACNA1S/REM1/SMPX/MYH7/PSMA6/MYL9/TNNC2/TNNT1/PDLIM1/MYH1/CRYAB/FHL5/KAT2B/TNNC1/SPTBN1/FHL2/ACTL8/SLC2A1/TNNT2/CASQ2/PDLIM2/KCNJ8/LDB3/AHNAK/MYH2/TNNI3/KCNA5/TNNT3/TNNI2/SYNE1/PDLIM4/MYH8/MYO18B/TMOD1/TRIM54/MYPN/UNC45B/MYOM3/PSEN2/SCN1A/ANKRD1/PAK1/JPH2/ALDOA/ADPRHL1/PGM5/FBXO32/MYL3/SYNC/NEXN/XIRP2/ANKRD23/LMOD3/LMOD1/MYOZ3/CFL2/SCN3B/SYNPO2L/KRT8/KRT19/SYNPO/SYNPO2/DES/C10orf71/MYOZ1/KCNE1/SYNM/CAV3/NEB/SCN5A/AHNAK2/MYBPC1/SCN8A/MYH6/NRAP/STYXL2/SMTNL1/PVALEF/KLHL41/MYZAP/MYH4",88
"GO:0045121","membrane raft","103/4983","286/19886",2.19691337616498e-05,0.000400069488501623,0.00029758743516473,"ABCB4/SELE/BTK/ATP1A2/EHD2/GAB2/CDH1/GPM6B/HYAL2/SYNJ2/ADCYAP1R1/NOS1/SORBS1/MLC1/NTSR1/HCK/CD79A/MAG/CAV2/CAV1/SLC1A1/SLC6A4/SGCA/MS4A4A/SELPLG/LDHB/ADTRP/TNR/SLC2A1/STX12/CNR1/ABCG2/TEK/ADRA1A/KIF18A/PTGIS/AHNAK/TRAF2/PODXL/CDH15/KCNA5/TEX101/STOML3/CD36/SULF1/FURIN/CDH13/TNFRSF11A/PLPP2/CBLC/SLC6A3/PSEN2/TRPM8/STOM/SERPINH1/GJA1/THY1/ANGPT1/EPHB1/PROM2/ADCY8/MS4A1/LRP8/CD1A/CHRNB2/LY6K/PLPP3/PDPN/TGFBR2/DLC1/CAVIN2/GP2/CDH2/S1PR1/MAL/OLR1/CD19/CAVIN1/MYADM/ITLN1/KCNE1/CAV3/SCN5A/EFNA5/KCND2/RTN4RL1/RTN4RL2/ASAH2/LRRK2/MME/DPP4/CARD11/ARC/BMPR2/CD177/ARID3C/ADGRG1/EMP2/NFAM1/PECAM1/FXYD1/CD24/LYPD4",103
"GO:0098857","membrane microdomain","103/4983","287/19886",2.59204843018444e-05,0.000459922439407085,0.000342108416291549,"ABCB4/SELE/BTK/ATP1A2/EHD2/GAB2/CDH1/GPM6B/HYAL2/SYNJ2/ADCYAP1R1/NOS1/SORBS1/MLC1/NTSR1/HCK/CD79A/MAG/CAV2/CAV1/SLC1A1/SLC6A4/SGCA/MS4A4A/SELPLG/LDHB/ADTRP/TNR/SLC2A1/STX12/CNR1/ABCG2/TEK/ADRA1A/KIF18A/PTGIS/AHNAK/TRAF2/PODXL/CDH15/KCNA5/TEX101/STOML3/CD36/SULF1/FURIN/CDH13/TNFRSF11A/PLPP2/CBLC/SLC6A3/PSEN2/TRPM8/STOM/SERPINH1/GJA1/THY1/ANGPT1/EPHB1/PROM2/ADCY8/MS4A1/LRP8/CD1A/CHRNB2/LY6K/PLPP3/PDPN/TGFBR2/DLC1/CAVIN2/GP2/CDH2/S1PR1/MAL/OLR1/CD19/CAVIN1/MYADM/ITLN1/KCNE1/CAV3/SCN5A/EFNA5/KCND2/RTN4RL1/RTN4RL2/ASAH2/LRRK2/MME/DPP4/CARD11/ARC/BMPR2/CD177/ARID3C/ADGRG1/EMP2/NFAM1/PECAM1/FXYD1/CD24/LYPD4",103
"GO:0071546","pi-body","9/4983","10/19886",3.00136754532857e-05,0.000519236585341842,0.000386228613069913,"MOV10L1/TDRD1/DDX4/ASZ1/TDRD5/TDRKH/ANKRD34B/ANKRD34C/ANKRD34A",9
"GO:0034707","chloride channel complex","28/4983","55/19886",3.27758114597198e-05,0.000553191744637222,0.000411485797273504,"CFTR/GABRA3/ANO2/GABRP/GABRE/GABRA4/GABRR2/CLIC5/GABRG2/CLCN2/BEST3/TTYH3/BEST4/GLRA3/GABRR1/CLIC6/GABRB1/TTYH1/CLIC3/GABRG3/GABRR3/GABRA5/CLCNKA/GABRD/CLCN1/CLDN4/SLC26A6/GABRQ",28
"GO:0098839","postsynaptic density membrane","43/4983","99/19886",4.89065567393763e-05,0.000805793744372581,0.000599381108911153,"CACNG5/ACTN2/ITGA8/SYNDIG1/GRIN2D/CACNG7/GRIK5/RGS9/LIN7A/GRIN3B/OPRD1/SLC16A7/GRIA2/LRRC4/PRR7/LRRC4B/ADGRB3/GRIK4/CNKSR2/ADRA2A/PTPRO/GRID2/GRIA4/GRIA1/SORCS3/CLSTN2/GRIN2C/GRIK2/NETO1/CHRM1/GSG1L/NETO2/LRFN4/SLITRK1/ERBB4/SCRIB/GRID1/GRIN2A/SEMA4B/DCC/PTPRT/SCN8A/ARC",43
"GO:0098982","GABA-ergic synapse","36/4983","79/19886",5.83522810560332e-05,0.000939064616064535,0.00069851322977724,"CDH10/CBLN4/CALB1/GABRA4/GABRR2/MDGA1/GABRG2/CNR1/PCDH17/IQSEC3/GAD1/SLC6A11/CDH13/GABRR1/ADRA2A/PTPRO/LHFPL4/SST/SV2A/LRRTM1/GABRB1/ABHD6/NPY5R/KCNC2/GAP43/LRFN4/SLITRK1/ERBB4/GABRG3/GRID1/EFNA5/KCND2/SLITRK2/GABRA5/GABRD/SLC6A17",36
"GO:0005879","axonemal microtubule","23/4983","43/19886",6.04059423603771e-05,0.000950020729849567,0.000706662818522115,"TEKT2/PACRG/ARL6/TEKT3/SPAG8/ENKUR/CFAP210/CFAP161/CFAP107/TEKT4/CFAP141/EFHB/CFAP52/TUBA1A/TEKT1/CFAP53/CFAP276/CFAP144/CFAP77/SAXO2/CFAP45/CIMIP2B/CFAP206",23
"GO:0031091","platelet alpha granule","40/4983","91/19886",6.38980199898093e-05,0.000978476222334843,0.000727829134045845,"ACTN2/TGFB2/PDGFB/TIMP1/VWF/PHACTR2/KNG1/HRG/SRGN/CD36/SERPINE2/MMRN1/EGF/LEFTY2/AHSG/SNCA/SERPING1/FERMT3/ALDOA/ALB/PPBP/PF4/VEGFD/PCDH7/FGG/FGA/FGB/SELP/A2M/GAS6/PROS1/F8/THBS2/SERPINA5/CFD/F5/ORM2/ORM1/ITGB3/PECAM1",40
"GO:0098862","cluster of actin-based cell projections","64/4983","165/19886",6.50432170916225e-05,0.000978476222334843,0.000727829134045845,"USH1C/SCIN/SLC7A9/SLC9A3/MYO3B/CYBRD1/CDHR2/CDC14A/SLC15A1/SI/SLC26A4/SLC26A3/MYO3A/CDHR5/TRPA1/CALB1/ATP6V0A4/CDH23/CLIC5/ABCG2/VIL1/DOCK4/SLC34A1/CD36/KCNK1/CIB2/MYO7A/SLC28A2/SLC5A6/ESPNL/DCDC2/SLC17A4/CLTRN/TMC2/PCDH15/SLC7A11/TMPRSS15/SLC28A1/ACE/KNCN/SLC2A2/SLC6A18/TMC1/AMN/LOXHD1/CA4/MYO7B/RSPH9/SLC19A1/ANKS4B/ITLN1/FSCN2/ESPN/LCTL/MME/SLC28A3/LHFPL5/SLC34A3/PKHD1L1/CEACAM16/SCART1/SLC26A6/AQP1/STRC",64
"GO:1902710","GABA receptor complex","14/4983","21/19886",6.92912898732775e-05,0.00102020367217677,0.000758867653931303,"GABRA3/GABRP/GABRE/GABRA4/GABRR2/GABRG2/GABBR2/GABRR1/GABRB1/GABRG3/GABRR3/GABRA5/GABRD/GABRQ",14
"GO:0032279","asymmetric synapse","114/4983","331/19886",7.63739492614882e-05,0.00110105776851979,0.000819010113790959,"ARHGAP44/CDKL5/MAPK8IP2/HOMER3/PSD/CAMK2A/CACNG5/PAK3/ACTN2/ITGA8/IGSF9B/AURKA/NOS1/NEFH/SLC8A3/SYNDIG1/DRP2/GRIN2D/CACNG7/GRIK5/SLC1A1/NEURL1/RGS9/LIN7A/DBN1/SPTBN1/GRIN3B/OPRD1/DLGAP3/SLC8A2/SLC16A7/GRIA2/IQSEC3/FLRT3/PRKCG/LRRC4/C1QL1/PRR7/LRRC4B/DCLK1/ADGRB3/PAK6/RTN1/SH3GL3/C1QL2/IGSF11/NTRK2/GRIK4/CNKSR2/ADRA2A/DLG5/PTPRO/GRID2/SPOCK1/GRIA4/GRIA1/ADCY8/GRIP1/SORCS3/SYN2/FAM81A/DGKI/CLSTN2/RUSC1/GRIN2C/TAMALIN/GNG3/CAMK2N1/ADORA1/GRIK2/FABP5/GPER1/NSMF/NETO1/SAMD14/CHRM1/GSG1L/RGS14/P2RY1/CDH2/NETO2/SYNPO/GAP43/LRFN4/BNIP3/CDK5R1/GRIN1/SLITRK1/ERBB4/SCRIB/CHRM2/ADGRB1/GRID1/CADM1/GRIN2A/SEMA4B/DCC/KLHL17/INSYN2A/SH2D5/PTPRT/DAPK1/SCN8A/ADGRA1/ARC/GRM3/BMPR2/INSYN2B/INSYN1/CPEB1/GRID2IP/SHISA8/SHANK3/SRCIN1",114
"GO:1902711","GABA-A receptor complex","13/4983","19/19886",8.49491221962395e-05,0.0011996896440775,0.000892376385691968,"GABRA3/GABRP/GABRE/GABRA4/GABRR2/GABRG2/GABRR1/GABRB1/GABRG3/GABRR3/GABRA5/GABRD/GABRQ",13
"GO:0014069","postsynaptic density","109/4983","315/19886",8.7527960747381e-05,0.00121138697674375,0.000901077322220407,"ARHGAP44/CDKL5/MAPK8IP2/HOMER3/PSD/CAMK2A/CACNG5/PAK3/ACTN2/ITGA8/IGSF9B/AURKA/NOS1/NEFH/SLC8A3/SYNDIG1/DRP2/GRIN2D/CACNG7/GRIK5/NEURL1/RGS9/LIN7A/DBN1/SPTBN1/GRIN3B/OPRD1/DLGAP3/SLC8A2/SLC16A7/GRIA2/IQSEC3/FLRT3/PRKCG/LRRC4/PRR7/LRRC4B/DCLK1/ADGRB3/PAK6/RTN1/SH3GL3/IGSF11/NTRK2/GRIK4/CNKSR2/ADRA2A/DLG5/PTPRO/GRID2/SPOCK1/GRIA4/GRIA1/ADCY8/GRIP1/SORCS3/SYN2/FAM81A/DGKI/CLSTN2/RUSC1/GRIN2C/TAMALIN/GNG3/CAMK2N1/GRIK2/FABP5/GPER1/NSMF/NETO1/SAMD14/CHRM1/GSG1L/RGS14/P2RY1/CDH2/NETO2/SYNPO/GAP43/LRFN4/BNIP3/CDK5R1/GRIN1/SLITRK1/ERBB4/SCRIB/ADGRB1/GRID1/CADM1/GRIN2A/SEMA4B/DCC/KLHL17/INSYN2A/SH2D5/PTPRT/DAPK1/SCN8A/ADGRA1/ARC/GRM3/BMPR2/INSYN2B/INSYN1/CPEB1/GRID2IP/SHISA8/SHANK3/SRCIN1",109
"GO:0016342","catenin complex","18/4983","31/19886",9.32443339291133e-05,0.00126519762899895,0.000941103803742753,"CDH1/CDH10/CDH3/CTNNA2/CDH19/CDH17/CDH7/CDH20/CDH23/CDHR3/CDH15/CDH24/CDH13/CDH18/CDH12/DCHS1/CDH2/CDH5",18
"GO:0150034","distal axon","97/4983","276/19886",0.000108770426970327,0.00144748337429743,0.00107669511717591,"FKBP4/CDKL5/CASR/PTPRN/RASGRF1/NGEF/CNGB1/TRPC5/SNCB/KCNK2/OPRK1/CAD/CBARP/SLC8A3/NTSR1/CALB1/STMN2/COBL/SLC1A1/NMU/NECTIN1/CALCA/TULP1/DBN1/OPRD1/SLC8A2/CNR1/PREX1/PACSIN1/FLRT3/LAMP5/PRKCG/CDHR3/GAD1/KCNC1/UNC13A/NTS/UNC13C/KIF20B/MAPK8IP3/SLC6A3/ADCY10/HCN3/PSEN2/SNCA/CRHBP/CPLX2/TPBG/NTRK2/FEZ1/ADRA2A/GPM6A/PTPRO/THY1/IGF2BP1/BRSK1/ELAVL4/LRRTM1/ADORA1/UCN/PRSS12/ITGA2/GRIK2/GPER1/OTX2/SLC18A2/NDRG2/KCNC2/APBB1/PNOC/KIF5C/CHRM1/CPLX1/GPRIN1/RAC3/CDK5R2/GAP43/SNCG/HAP1/BRSK2/PCSK1/CDK5R1/BASP1/GRIN1/UCN3/TH/CHRM2/PCDH9/ROR1/KCNQ5/DCC/TRPV2/SLC18A3/LRRK2/L1CAM/TUBB3/NEFL",97
"GO:0031674","I band","57/4983","146/19886",0.000129185103013901,0.00168671870350226,0.0012546477730645,"SLC4A1/ANK1/FERMT2/ACTN2/NEBL/CACNA1S/REM1/MYH7/MYL9/PDLIM1/CRYAB/FHL5/KAT2B/FHL2/SLC2A1/CASQ2/PDLIM2/LDB3/KCNA5/PDLIM4/MYO18B/TRIM54/MYPN/UNC45B/PSEN2/SCN1A/ANKRD1/PAK1/JPH2/ALDOA/PGM5/FBXO32/MYL3/SYNC/NEXN/XIRP2/ANKRD23/MYOZ3/CFL2/SCN3B/SYNPO2L/KRT8/KRT19/SYNPO/SYNPO2/DES/C10orf71/MYOZ1/KCNE1/CAV3/NEB/SCN5A/SCN8A/MYH6/NRAP/SMTNL1/MYZAP",57
"GO:0097729","9+2 motile cilium","68/4983","182/19886",0.000149255884526368,0.0019126865202268,0.00142273153086538,"DNAH9/SPAG6/SLC26A3/SPEF1/RSPH6A/IL4I1/AK1/SEPTIN4/CCDC34/RSPH4A/PACRG/DNAH6/CCDC181/CFAP58/DNAI1/TCP11/TEKT3/SSX1/CATSPERB/TTC29/TTLL8/SEPTIN12/SPACA3/CFAP74/ATP1B1/HSPD1/SLC22A14/TCTE1/ENKUR/TEKT5/CABYR/FLACC1/C2CD6/RPGR/LYZL4/ACE/RSPH1/SPATC1L/TEKT4/DEFB1/SPMIP6/CFAP47/CFAP52/CD52/CT55/DNAI2/DRC3/RSPH9/GARIN2/CATSPERD/CIMAP1A/CFAP65/CABCOCO1/MORN5/DNAH14/DNAJB13/ENO4/DYNLT4/SAXO2/FSIP2/CATSPER4/DNAH10/CFAP43/ODAD4/CFAP45/DCDC2C/SLC26A6/TMEM249",68
"GO:0031526","brush border membrane","28/4983","60/19886",0.000228886810123216,0.00287981222918664,0.00214211770622493,"SLC7A9/SLC9A3/CYBRD1/CDHR2/SLC26A4/SLC26A3/CDHR5/ATP6V0A4/ABCG2/SLC34A1/CD36/KCNK1/SLC28A2/SLC5A6/SLC17A4/CLTRN/SLC7A11/SLC28A1/ACE/SLC6A18/AMN/CA4/SLC19A1/ITLN1/SLC28A3/SLC34A3/SLC26A6/AQP1",28
"GO:0031253","cell projection membrane","117/4983","352/19886",0.000318052031707011,0.00379640506628912,0.00282391554215908,"FGR/PROM1/CDKL5/GABRA3/DPEP1/SLC7A9/CD44/ANK1/PSD/SLC9A3/RASGRP2/CNGB1/CYBRD1/FERMT2/CDHR2/ITGA8/FAP/CEACAM1/PTPRH/EPB41L3/TESC/SLC26A4/SLC26A3/SH2D3C/CDHR5/PLEK2/FERMT1/BMX/GABRE/NDRG4/SLC7A5/GPI/ATP6V0A4/DOCK8/CA9/PKD2L1/GABRA4/GABRG2/GNAT1/SPTBN1/OPRD1/ABCG2/HPCA/PACSIN1/LAMP5/MCHR1/PODXL/KCNC1/ATP1B2/EPS8L1/SLC34A1/CNGA4/INPP5K/RAB25/CD36/KCNK1/LCP1/SLC28A2/SLC5A6/SLC38A4/SLC17A4/CLTRN/PAK1/SLC7A11/UTRN/THY1/FGD5/PROM2/GRIA1/SLC28A1/ACE/SCIMP/PDPN/ADORA1/S100P/HHIP/SLC6A18/DLC1/GPER1/JCAD/KCNC2/AMN/CA4/TTYH1/FAM107A/PLA2G4F/P2RY12/ARL13B/GPR37L1/GAP43/SLC19A1/CNTNAP2/MUC20/ITLN1/DDN/GABRG3/ROBO2/FFAR4/GABRA5/SPRY4/FZD9/TRPV1/SLC28A3/DPP4/CNGA1/SLC34A3/EPS8L3/CYS1/PRCD/SLC26A6/TAS2R46/SHISA8/NME1/AQP1/SHANK3/TAS2R43/ITGB3",117
"GO:0032838","plasma membrane bounded cell projection cytoplasm","88/4983","253/19886",0.000327145474339206,0.00379640506628912,0.00282391554215908,"DNAH9/CDKL5/SPAG6/CFAP61/KIF4A/TEKT2/SPEF1/RP1/TUBB4A/RSPH6A/ODAD1/RSPH4A/PACRG/ARL6/DNAH6/KIF17/CENPF/DNAI7/CHRNA2/HPCA/DNAI1/TEKT3/KIF1C/KIF1A/CALY/AGTPBP1/SPAG8/MAPK8IP3/TTLL8/CCDC65/CFAP74/DCDC2/SPATA4/ENKUR/DNAI4/DNAAF1/UCHL1/CFAP210/KIF5A/CFAP161/CFAP107/HYDIN/DRC1/RSPH1/DNAI3/TEKT4/CFAP141/TRIM46/EFHB/CFAP100/GRIK2/NETO1/CFAP52/TUBA1A/TEKT1/KIF5C/ODAD2/ARL13B/DNAI2/CFAP46/DRC3/CFAP53/RSPH9/HAP1/DNAH12/CFAP276/CFAP91/AKAP14/CFAP73/CFAP144/DNAJB13/KLHL17/DYNLT4/CFAP77/SAXO2/LRRK2/KIF19/DNAH10/CFAP43/ODAD3/ARC/ODAD4/CFAP45/GNAT3/CIMIP2B/CFAP90/CFAP206/NEFL",88
"GO:0034358","plasma lipoprotein particle","19/4983","36/19886",0.000329669975778545,0.00379640506628912,0.00282391554215908,"PON1/MSR1/APOB/CETP/LSR/APOA4/APOC3/PCYOX1/APOA1/LDLR/APOC1/SAA2/SAA4/APOA2/SAA1/APOF/LPL/APOBR/LPA",19
"GO:1990777","lipoprotein particle","19/4983","36/19886",0.000329669975778545,0.00379640506628912,0.00282391554215908,"PON1/MSR1/APOB/CETP/LSR/APOA4/APOC3/PCYOX1/APOA1/LDLR/APOC1/SAA2/SAA4/APOA2/SAA1/APOF/LPL/APOBR/LPA",19
"GO:0005902","microvillus","40/4983","97/19886",0.000336139667976963,0.00379640506628912,0.00282391554215908,"USH1C/PROM1/PLEKHG6/DPEP1/CLCA1/CD44/HYAL2/CDHR2/CEACAM1/PTPRH/CDHR5/SPEF1/SLC7A5/CA9/ICAM2/TEK/VIL1/PODXL/FOXA1/AOC3/CBLIF/MYO7A/SLC38A4/MYO1F/SLC7A11/ANGPT1/PROM2/AQP5/PDPN/S100P/JAM3/AMN/MYO7B/ANKS4B/MUC20/ESPN/LRRK2/SPN/CD302/ITGB3",40
"GO:0031093","platelet alpha granule lumen","30/4983","67/19886",0.000342274124281671,0.00379640506628912,0.00282391554215908,"ACTN2/TGFB2/PDGFB/TIMP1/VWF/KNG1/HRG/SRGN/MMRN1/EGF/LEFTY2/AHSG/SERPING1/FERMT3/ALDOA/ALB/PPBP/PF4/VEGFD/FGG/FGA/FGB/A2M/GAS6/PROS1/F8/CFD/F5/ORM2/ORM1",30
"GO:0044304","main axon","30/4983","67/19886",0.000342274124281671,0.00379640506628912,0.00282391554215908,"ANK1/MYOC/KCNAB2/KCNQ2/EPB41L3/TUBB4A/MAG/SPTBN1/KCNC1/CNGA3/SCN1A/CRHBP/SPOCK1/THY1/TRIM46/ADORA1/NFASC/UCN/KCNC2/LGI3/KCNAB1/CNTNAP2/UCN3/KCNA4/CLDN5/CNTN2/KCNQ3/ROBO2/SCN8A/GJC2",30
"GO:0005871","kinesin complex","23/4983","47/19886",0.000345626472797998,0.00379640506628912,0.00282391554215908,"KIF22/KIF3C/KLC3/KIF20A/KIF17/KIF14/KIF18A/KIF25/KIF1C/KIF1A/KIF12/KIF23/KIF11/KIF20B/KIF2C/KIF5A/KIF15/KIF6/KIFC2/KIF5C/KIF18B/KIF19/KIFC1",23
"GO:0070820","tertiary granule","61/4983","164/19886",0.000364546739356975,0.00394166161929729,0.00293196308463093,"PGLYRP1/PRSS3/LTF/SLC11A1/SLC2A3/KCNAB2/CEACAM1/PKP1/LYZ/DSP/MMP9/OLFM4/CD33/FOLR3/QPCT/CHRNB4/MMP8/PLAU/NCKAP1L/CEACAM8/CD93/CFP/PTPRB/ADGRE3/DSG1/DSC1/TCN1/GGH/GPR84/TRPM2/CD53/ILF2/FRMPD3/STOM/ALDOA/ADAM8/CDA/FCER1G/ATAD3B/NFASC/PTX3/PPBP/CAMP/CYBB/CLEC4D/LAIR1/OSCAR/FPR2/FPR1/CLEC12A/OLR1/MCEMP1/TMT1A/FCAR/SIRPA/CD177/ORM1/SERPINB10/HBB/SIGLEC14/MGAM",61
"GO:0032426","stereocilium tip","13/4983","21/19886",0.000378026381140719,0.00396354932953602,0.00294824402516446,"USH1C/MYO3B/CDC14A/MYO3A/CDH23/ESPNL/TMC2/TMC1/ESPN/LHFPL5/PKHD1L1/CEACAM16/STRC",13
"GO:0098644","complex of collagen trimers","13/4983","21/19886",0.000378026381140719,0.00396354932953602,0.00294824402516446,"COL11A1/COL4A4/COL1A1/COL7A1/COL10A1/COL5A1/COL2A1/COL1A2/COL3A1/COL4A3/COL11A2/COL5A2/COL28A1",13
"GO:0005583","fibrillar collagen trimer","9/4983","12/19886",0.0003973873654788,0.00404400083693131,0.00300808702351599,"COL11A1/COL1A1/COL5A1/COL2A1/COL1A2/COL3A1/COL11A2/COL5A2/COL28A1",9
"GO:0098643","banded collagen fibril","9/4983","12/19886",0.0003973873654788,0.00404400083693131,0.00300808702351599,"COL11A1/COL1A1/COL5A1/COL2A1/COL1A2/COL3A1/COL11A2/COL5A2/COL28A1",9
"GO:0043204","perikaryon","56/4983","149/19886",0.000460384428921058,0.00461718876541119,0.00343444676952551,"PTPRN/SLC2A3/ADAM11/ITGA8/OPRK1/EFNA2/SLC8A3/NTSR1/DRP2/SLC1A1/NEURL1/SEPTIN4/CRYAB/OPRM1/CLCN2/SLC5A7/SLC8A2/HPCA/OPN4/CPNE5/PCSK2/KCNK1/TTLL7/TRPM2/AZIN2/CNGA3/GLRA3/CRHBP/CPLX2/SEPTIN14/GRIP1/KIF5A/ELAVL4/UCN/GRIK2/NGB/NSMF/KCNC2/TMEM100/CPLX1/SYNPO/GAP43/CNTNAP2/PCSK1/CDK5R1/ATOH7/TH/DDN/AMIGO1/KCND2/RTN4RL1/RTN4RL2/CNR2/LRRK2/GJC2/BGLAP",56
"GO:0032982","myosin filament","14/4983","24/19886",0.00053229078494533,0.0051879608898897,0.00385900954541537,"MYOM2/MYBPC2/MYH7/MYH1/MYH2/MYH8/MYH10/MYBPH/MYH11/MYO18B/ACTG2/MYBPC1/MYH6/MYH4",14
"GO:0034706","sodium channel complex","14/4983","24/19886",0.00053229078494533,0.0051879608898897,0.00385900954541537,"SCN4A/GRIK5/SCN7A/SCN1A/GRIK4/SCN2B/SCN3A/SCNN1D/GRIK2/SCN3B/SCNN1G/SCN4B/SCN5A/SCN8A",14
"GO:0099568","cytoplasmic region","98/4983","291/19886",0.00056672376650749,0.00538401364909268,0.00400484130575954,"DNAH9/CDKL5/SPAG6/RIMS1/CFAP61/KIF4A/TEKT2/RIMS4/SPEF1/RP1/TUBB4A/RSPH6A/ODAD1/RSPH4A/PACRG/ARL6/DNAH6/KIF17/CENPF/DNAI7/CHRNA2/HPCA/GPSM2/DNAI1/TEKT3/KIF1C/KIF1A/UNC13A/CALY/AGTPBP1/SPAG8/UNC13C/SPTBN5/MAPK8IP3/TTLL8/CCDC65/CFAP74/PHLDB2/DCDC2/SPATA4/ENKUR/DNAI4/DNAAF1/UCHL1/CFAP210/KIF5A/CFAP161/CFAP107/HYDIN/DRC1/RSPH1/DNAI3/TEKT4/CFAP141/TRIM46/EFHB/CFAP100/GRIK2/NETO1/CFAP52/TUBA1A/TEKT1/KIF5C/ODAD2/ARL13B/DNAI2/CFAP46/DRC3/CFAP53/RSPH9/HAP1/DNAH12/RIMS2/CFAP276/CFAP91/SAPCD2/AKAP14/CFAP73/CFAP144/DNAJB13/KLHL17/DYNLT4/INSC/CFAP77/SAXO2/LRRK2/KIF19/DNAH10/CFAP43/ODAD3/ARC/ODAD4/CFAP45/GNAT3/CIMIP2B/CFAP90/CFAP206/NEFL",98
"GO:0042581","specific granule","59/4983","160/19886",0.00058119335800638,0.00538401364909268,0.00400484130575954,"AOC1/ITGAL/PGLYRP1/LTF/SLC2A3/KCNAB2/CEACAM1/LYZ/OLFM4/RETN/CD33/P2RX1/BST1/FOLR3/QPCT/CHRNB4/MMP8/ARG1/PLAU/HVCN1/SLPI/CEACAM8/CD93/CFP/PTPRB/SLC44A2/CRACR2A/CHI3L1/TCN1/CD36/CKAP4/GGH/ANXA3/GPR84/TRPM2/SLC2A5/CD53/ILF2/STOM/LCN2/MS4A3/ADAM8/PTX3/CAMP/DEFA4/CYBB/CLEC4D/LAIR1/OSCAR/FPR2/CLEC12A/OLR1/SLCO4C1/MCEMP1/FCAR/CD177/ORM2/ORM1/RAB44",59
"GO:0000795","synaptonemal complex","20/4983","40/19886",0.000583527490869871,0.00538401364909268,0.00400484130575954,"BRCA1/RAD51/STAG3/SMC1B/TEX11/BRCA2/P3H4/HORMAD1/INCENP/SYCE2/PLK1/HORMAD2/FAM9B/RNF212/C14orf39/FAM9C/SYCP2/BLM/SYCE1L/SYCE3",20
